age,class,coninc,degree,educ,fechld,gunlaw,happy,satfin,sex,sibs,tvhours,wrkfull,healthre,female,maritals,healthy,vistzoo
31,working class,49005,junior college,14,strongly agree,favor,pretty happy,more or less,male,1,4,1,4,0,0,1,1
36,middle class,72600,graduate,18,IAP,favor,pretty happy,more or less,male,1,IAP,1,3,0,1,1,
83,working class,39930,lt high school,9,disagree,favor,not too happy,more or less,male,5,4,1,2,0,0,0,0
58,working class,49005,lt high school,1,IAP,oppose,pretty happy,more or less,male,4,IAP,1,1,0,0,0,
29,working class,23595,high school,13,agree,oppose,pretty happy,more or less,male,2,1,1,2,0,0,0,0
50,middle class,72600,high school,12,IAP,favor,pretty happy,satisfied,male,4,IAP,1,3,0,1,1,
64,middle class,49005,bachelor,18,IAP,oppose,pretty happy,more or less,male,6,IAP,0,2,0,0,0,
72,middle class,59895,graduate,17,IAP,favor,not too happy,more or less,male,1,IAP,0,3,0,0,1,
31,middle class,87120,bachelor,16,IAP,favor,very happy,satisfied,female,3,IAP,0,4,1,1,1,
30,middle class,59895,bachelor,16,strongly agree,oppose,very happy,satisfied,male,2,4,1,4,0,0,1,2
36,middle class,IAP,bachelor,18,IAP,favor,pretty happy,more or less,female,4,IAP,1,4,1,0,1,
56,middle class,59895,high school,12,agree,favor,pretty happy,satisfied,female,1,2,1,3,1,0,1,2
29,middle class,72600,high school,14,IAP,oppose,pretty happy,more or less,female,1,IAP,0,3,1,1,1,
83,middle class,59895,bachelor,16,agree,favor,pretty happy,satisfied,female,0,3,0,3,1,0,1,2
80,middle class,IAP,bachelor,17,IAP,favor,very happy,satisfied,female,1,IAP,0,3,1,1,1,
61,working class,8167.5,high school,12,IAP,oppose,not too happy,more or less,male,4,IAP,0,2,0,0,0,
52,working class,72600,junior college,14,IAP,favor,pretty happy,more or less,female,1,IAP,1,4,1,1,1,
24,middle class,59895,high school,12,agree,favor,pretty happy,more or less,female,2,1,1,3,1,0,1,1
28,working class,39930,high school,12,strongly agree,oppose,pretty happy,more or less,female,2,3,1,3,1,1,1,2
30,lower class,17242.5,high school,12,IAP,oppose,pretty happy,not at all sat,female,2,IAP,0,2,1,0,0,
63,working class,19965,high school,13,strongly agree,favor,very happy,more or less,female,7,1,1,3,1,0,1,1
20,middle class,3993,high school,13,IAP,favor,pretty happy,satisfied,male,2,IAP,0,3,0,0,1,
31,middle class,15427.5,high school,12,IAP,favor,pretty happy,more or less,female,10,IAP,1,3,1,0,1,
74,working class,23595,high school,14,IAP,oppose,pretty happy,more or less,male,7,IAP,0,2,0,0,0,
61,middle class,101640,junior college,18,IAP,DK,DK,more or less,male,7,IAP,1,1,0,1,0,
63,middle class,32670,high school,14,agree,favor,pretty happy,more or less,female,4,3,0,3,1,1,1,0
46,middle class,59895,high school,12,strongly agree,favor,pretty happy,more or less,male,2,2,1,3,0,0,1,2
83,middle class,49005,bachelor,20,agree,favor,very happy,satisfied,female,4,2,0,3,1,0,1,0
80,middle class,72600,junior college,14,disagree,favor,pretty happy,satisfied,male,3,3,0,3,0,1,1,0
58,upper class,163843.84698,high school,13,IAP,favor,pretty happy,satisfied,female,5,IAP,0,2,1,1,0,
52,working class,15427.5,high school,12,agree,favor,pretty happy,not at all sat,female,4,4,0,2,1,1,0,0
31,middle class,49005,high school,12,strongly agree,favor,very happy,not at all sat,female,2,1,0,3,1,1,1,1
34,middle class,101640,high school,15,IAP,oppose,very happy,satisfied,male,2,IAP,1,4,0,1,1,
57,middle class,49005,bachelor,16,disagree,favor,pretty happy,satisfied,female,3,3,1,2,1,0,0,0
60,working class,59895,lt high school,9,strongly agree,oppose,very happy,more or less,male,6,5,1,3,0,1,1,0
67,working class,17242.5,high school,11,IAP,favor,pretty happy,more or less,female,5,IAP,0,3,1,1,1,
50,working class,27225,bachelor,20,IAP,favor,not too happy,not at all sat,male,1,IAP,1,1,0,0,0,
23,lower class,IAP,high school,12,strongly agree,favor,not too happy,not at all sat,female,2,4,0,1,1,1,0,2
59,middle class,72600,high school,12,IAP,favor,pretty happy,satisfied,male,4,IAP,1,4,0,1,1,
38,middle class,101640,graduate,19,IAP,oppose,very happy,satisfied,female,3,IAP,1,3,1,1,1,
32,middle class,39930,junior college,14,agree,favor,pretty happy,satisfied,male,2,5,0,4,0,0,1,1
48,working class,32670,high school,14,strongly agree,oppose,not too happy,not at all sat,male,1,6,1,2,0,0,0,0
64,middle class,32670,high school,13,IAP,oppose,pretty happy,more or less,female,5,IAP,1,3,1,1,1,
25,working class,8167.5,high school,15,agree,favor,pretty happy,more or less,female,4,2,1,3,1,0,1,1
48,working class,17242.5,high school,12,IAP,favor,not too happy,more or less,female,10,IAP,1,3,1,0,1,
23,middle class,363,graduate,17,strongly agree,oppose,pretty happy,satisfied,male,0,1,1,4,0,0,1,1
44,middle class,49005,high school,14,IAP,favor,very happy,more or less,male,1,IAP,1,3,0,0,1,
25,middle class,32670,bachelor,16,IAP,oppose,very happy,more or less,male,2,IAP,1,4,0,0,1,
59,middle class,101640,bachelor,17,agree,oppose,pretty happy,satisfied,male,4,2,1,3,0,1,1,0
53,middle class,87120,bachelor,17,agree,favor,pretty happy,more or less,female,2,1,0,2,1,1,0,0
46,working class,IAP,high school,12,IAP,favor,pretty happy,more or less,male,0,IAP,1,2,0,0,0,
86,middle class,IAP,high school,12,IAP,favor,very happy,more or less,female,3,IAP,0,3,1,1,1,
29,working class,IAP,lt high school,12,IAP,favor,pretty happy,more or less,female,4,IAP,0,3,1,0,1,
50,working class,39930,bachelor,16,IAP,favor,very happy,more or less,female,2,IAP,1,4,1,0,1,
79,middle class,39930,bachelor,16,IAP,favor,very happy,satisfied,female,4,IAP,0,4,1,0,1,
50,working class,IAP,high school,12,IAP,oppose,pretty happy,more or less,female,4,IAP,1,3,1,0,1,
61,lower class,13612.5,bachelor,16,IAP,favor,not too happy,more or less,male,3,IAP,0,2,0,0,0,
21,working class,101640,high school,14,agree,oppose,very happy,more or less,female,1,1,0,4,1,0,1,1
29,middle class,72600,junior college,15,IAP,favor,very happy,satisfied,female,3,IAP,0,4,1,1,1,
25,working class,27225,high school,15,strongly agree,oppose,pretty happy,more or less,female,2,1,1,3,1,0,1,2
71,lower class,11797.5,lt high school,0,IAP,favor,not too happy,not at all sat,female,3,IAP,0,4,1,1,1,
55,lower class,15427.5,high school,12,IAP,favor,not too happy,not at all sat,male,6,IAP,0,1,0,0,0,
47,working class,87120,bachelor,16,strongly agree,favor,pretty happy,more or less,male,3,2,1,3,0,1,1,1
73,lower class,8167.5,lt high school,8,agree,favor,not too happy,not at all sat,female,6,1,0,2,1,0,0,0
80,middle class,9982.5,high school,12,IAP,favor,pretty happy,not at all sat,female,0,IAP,0,3,1,0,1,
86,working class,17242.5,high school,12,agree,favor,pretty happy,not at all sat,female,1,6,0,3,1,0,1,0
47,middle class,49005,graduate,20,IAP,favor,very happy,more or less,male,3,IAP,1,3,0,0,1,
52,middle class,163843.84698,graduate,18,strongly agree,favor,pretty happy,more or less,male,8,3,1,3,0,1,1,0
61,lower class,9982.5,junior college,14,IAP,favor,pretty happy,more or less,female,5,IAP,0,3,1,0,1,
53,working class,49005,graduate,18,strongly agree,favor,pretty happy,not at all sat,male,11,0,1,3,0,0,1,0
64,middle class,27225,graduate,19,IAP,favor,not too happy,not at all sat,female,2,IAP,1,3,1,0,1,
66,middle class,15427.5,junior college,14,agree,favor,pretty happy,satisfied,female,1,4,0,3,1,0,1,0
43,lower class,13612.5,high school,13,IAP,favor,not too happy,not at all sat,male,1,IAP,0,4,0,0,1,
60,middle class,49005,high school,13,IAP,favor,very happy,satisfied,female,1,IAP,0,4,1,0,1,
23,middle class,4719,junior college,15,agree,oppose,pretty happy,more or less,male,0,4,0,3,0,0,1,0
66,middle class,49005,graduate,18,strongly agree,favor,very happy,satisfied,male,1,1,0,1,0,0,0,0
43,lower class,8167.5,lt high school,11,IAP,favor,pretty happy,more or less,female,7,IAP,0,3,1,0,1,
59,middle class,59895,bachelor,16,IAP,favor,very happy,satisfied,female,1,IAP,1,3,1,1,1,
24,working class,9982.5,high school,14,strongly agree,favor,pretty happy,not at all sat,male,1,2,1,3,0,0,1,0
36,working class,2541,junior college,14,IAP,favor,not too happy,not at all sat,female,5,IAP,1,2,1,0,0,
26,working class,27225,high school,12,disagree,oppose,pretty happy,more or less,male,4,2,1,3,0,0,1,1
64,working class,11797.5,high school,12,IAP,favor,not too happy,not at all sat,female,1,IAP,0,3,1,0,1,
58,middle class,49005,bachelor,16,strongly disagree,favor,pretty happy,not at all sat,male,7,1,1,3,0,0,1,0
76,working class,IAP,bachelor,16,IAP,favor,pretty happy,satisfied,female,1,IAP,0,2,1,0,0,
68,middle class,17242.5,bachelor,16,disagree,favor,not too happy,more or less,male,3,1,0,2,0,0,0,0
89 or older,middle class,13612.5,high school,12,IAP,favor,pretty happy,more or less,female,1,IAP,0,3,1,0,1,
63,working class,49005,high school,12,disagree,oppose,pretty happy,more or less,female,2,2,1,4,1,1,1,0
57,working class,8167.5,junior college,14,IAP,oppose,pretty happy,more or less,female,0,IAP,0,2,1,0,0,
66,lower class,9982.5,high school,11,disagree,favor,pretty happy,not at all sat,female,3,8,0,3,1,0,1,0
63,middle class,59895,graduate,18,IAP,favor,pretty happy,satisfied,female,5,IAP,1,3,1,0,1,
75,middle class,39930,graduate,20,strongly disagree,favor,very happy,satisfied,male,1,0,0,4,0,0,1,0
66,middle class,59895,graduate,19,IAP,favor,pretty happy,more or less,female,1,IAP,0,2,1,0,0,
49,middle class,72600,graduate,16,strongly agree,favor,pretty happy,more or less,female,5,0,1,2,1,1,0,2
57,middle class,101640,graduate,18,IAP,favor,very happy,satisfied,male,3,IAP,1,3,0,1,1,
41,working class,72600,high school,13,IAP,oppose,very happy,more or less,female,6,IAP,1,2,1,0,0,
42,middle class,49005,graduate,18,agree,favor,pretty happy,more or less,female,1,2,1,3,1,0,1,1
38,middle class,59895,bachelor,16,IAP,favor,pretty happy,more or less,male,1,IAP,0,3,0,1,1,
34,working class,IAP,high school,11,IAP,favor,pretty happy,not at all sat,male,5,IAP,0,2,0,1,0,
39,lower class,3993,high school,10,IAP,favor,not too happy,not at all sat,female,4,IAP,0,2,1,1,0,
38,lower class,19965,lt high school,10,disagree,favor,pretty happy,not at all sat,female,6,0,0,3,1,0,1,3
55,working class,27225,high school,12,agree,DK,pretty happy,more or less,male,3,1,1,4,0,0,1,1
85,working class,49005,graduate,18,strongly disagree,favor,pretty happy,satisfied,male,6,4,0,3,0,1,1,0
32,working class,32670,high school,14,IAP,favor,pretty happy,not at all sat,male,14,IAP,1,3,0,0,1,
35,lower class,49005,high school,13,strongly agree,favor,pretty happy,more or less,male,4,1,1,3,0,0,1,2
32,working class,27225,high school,14,IAP,favor,not too happy,more or less,female,10,IAP,1,3,1,1,1,
67,middle class,59895,graduate,18,IAP,favor,pretty happy,more or less,female,2,IAP,0,4,1,0,1,
59,working class,59895,junior college,14,agree,favor,very happy,more or less,female,7,2,1,4,1,1,1,2
57,DK,49005,high school,12,IAP,oppose,pretty happy,more or less,male,1,IAP,0,2,0,1,0,
66,working class,49005,high school,16,strongly agree,oppose,very happy,more or less,female,1,2,0,3,1,0,1,0
35,working class,101640,high school,14,IAP,oppose,pretty happy,more or less,male,2,IAP,1,4,0,1,1,
28,middle class,59895,bachelor,16,IAP,favor,pretty happy,more or less,female,2,IAP,1,3,1,1,1,
52,middle class,116160,graduate,20,IAP,favor,pretty happy,more or less,female,2,IAP,1,3,1,1,1,
89 or older,working class,39930,high school,12,IAP,favor,not too happy,satisfied,male,11,IAP,0,3,0,0,1,
69,working class,32670,high school,12,disagree,favor,pretty happy,more or less,female,2,3,0,3,1,0,1,1
55,middle class,19965,high school,14,IAP,favor,pretty happy,more or less,male,1,IAP,1,3,0,0,1,
48,middle class,59895,high school,13,disagree,oppose,very happy,satisfied,male,3,3,1,3,0,1,1,1
67,middle class,IAP,high school,12,IAP,favor,very happy,satisfied,female,2,IAP,0,3,1,1,1,
66,working class,23595,high school,12,IAP,oppose,very happy,not at all sat,female,4,IAP,1,3,1,0,1,
31,lower class,19965,high school,14,agree,favor,pretty happy,not at all sat,female,3,4,0,4,1,0,1,0
57,working class,IAP,high school,12,IAP,favor,pretty happy,not at all sat,female,9,IAP,0,2,1,0,0,
48,working class,6534,high school,14,IAP,favor,not too happy,more or less,female,13,IAP,0,2,1,0,0,
59,working class,8167.5,high school,10,IAP,favor,not too happy,not at all sat,female,5,IAP,0,1,1,0,0,
59,working class,5445,lt high school,7,IAP,favor,not too happy,satisfied,male,12,IAP,0,1,0,0,0,
37,working class,32670,high school,14,IAP,favor,pretty happy,more or less,male,4,IAP,1,3,0,0,1,
35,lower class,IAP,high school,12,disagree,favor,very happy,DK,male,1,2,1,3,0,0,1,0
67,working class,27225,high school,12,IAP,favor,pretty happy,more or less,female,4,IAP,0,3,1,0,1,
30,middle class,49005,high school,14,IAP,favor,pretty happy,more or less,male,2,IAP,1,3,0,1,1,
53,middle class,59895,bachelor,16,IAP,favor,pretty happy,more or less,female,2,IAP,0,4,1,1,1,
51,working class,19965,high school,12,IAP,favor,very happy,more or less,female,1,IAP,1,4,1,0,1,
80,working class,32670,high school,12,disagree,favor,very happy,more or less,male,3,4,0,3,0,1,1,0
67,working class,13612.5,bachelor,16,IAP,favor,pretty happy,more or less,female,6,IAP,0,4,1,0,1,
61,middle class,39930,bachelor,16,IAP,favor,very happy,satisfied,female,1,IAP,0,4,1,1,1,
58,working class,49005,high school,12,IAP,oppose,very happy,not at all sat,female,6,IAP,0,3,1,1,1,
25,working class,32670,high school,12,agree,oppose,pretty happy,more or less,male,3,6,1,3,0,0,1,2
34,working class,15427.5,high school,12,agree,favor,pretty happy,not at all sat,female,3,11,0,3,1,1,1,0
37,middle class,59895,high school,12,IAP,favor,not too happy,more or less,female,1,IAP,1,4,1,0,1,
62,lower class,49005,high school,13,IAP,favor,pretty happy,more or less,male,2,IAP,0,1,0,0,0,
65,working class,39930,high school,12,disagree,oppose,very happy,more or less,male,2,2,0,3,0,0,1,0
68,working class,8167.5,lt high school,8,IAP,favor,pretty happy,not at all sat,female,4,IAP,0,2,1,0,0,
63,lower class,23595,lt high school,8,IAP,oppose,pretty happy,more or less,male,6,IAP,0,2,0,1,0,
80,middle class,87120,bachelor,16,DK,oppose,very happy,more or less,male,2,15,0,3,0,1,1,0
29,working class,39930,junior college,15,strongly agree,oppose,very happy,more or less,female,2,2,1,3,1,0,1,0
75,middle class,32670,high school,12,agree,favor,very happy,satisfied,male,1,3,0,4,0,1,1,0
74,middle class,23595,high school,12,IAP,favor,not too happy,more or less,male,2,IAP,0,3,0,0,1,
86,middle class,49005,high school,13,disagree,favor,pretty happy,satisfied,female,4,4,0,3,1,1,1,0
81,middle class,39930,high school,12,disagree,favor,pretty happy,more or less,female,2,5,0,4,1,1,1,0
69,working class,27225,lt high school,9,IAP,favor,very happy,not at all sat,female,7,IAP,0,3,1,1,1,
59,working class,IAP,high school,12,IAP,oppose,pretty happy,more or less,male,3,IAP,0,3,0,1,1,
68,working class,32670,high school,12,disagree,oppose,pretty happy,more or less,male,3,5,0,3,0,1,1,0
28,middle class,32670,bachelor,16,IAP,favor,very happy,satisfied,female,2,IAP,1,3,1,0,1,
30,working class,17242.5,high school,12,strongly agree,favor,very happy,more or less,female,1,5,1,3,1,1,1,1
30,working class,15427.5,junior college,14,IAP,favor,not too happy,more or less,female,3,IAP,1,4,1,0,1,
50,middle class,101640,graduate,18,strongly disagree,favor,pretty happy,satisfied,female,2,5,0,1,1,1,0,0
46,middle class,72600,bachelor,16,agree,oppose,pretty happy,more or less,female,4,5,0,3,1,1,1,5
43,middle class,72600,high school,13,strongly agree,favor,pretty happy,satisfied,female,1,2,1,3,1,1,1,0
27,middle class,23595,bachelor,16,IAP,oppose,very happy,more or less,male,1,IAP,1,3,0,0,1,
26,working class,3993,high school,13,IAP,favor,very happy,satisfied,male,7,IAP,1,3,0,0,1,
50,middle class,87120,graduate,20,agree,favor,pretty happy,more or less,female,9,2,0,3,1,1,1,2
23,working class,39930,high school,16,IAP,favor,not too happy,not at all sat,male,1,IAP,0,1,0,0,0,
27,middle class,15427.5,bachelor,18,IAP,oppose,very happy,not at all sat,male,1,IAP,1,3,0,1,1,
23,working class,9982.5,bachelor,16,IAP,favor,not too happy,not at all sat,female,4,IAP,1,3,1,0,1,
36,middle class,IAP,bachelor,16,strongly agree,favor,not too happy,not at all sat,female,1,2,0,3,1,1,1,0
28,middle class,363,junior college,14,IAP,favor,pretty happy,more or less,male,2,IAP,0,3,0,0,1,
39,working class,23595,high school,12,disagree,favor,pretty happy,more or less,female,0,2,1,2,1,0,0,1
47,working class,32670,bachelor,16,IAP,favor,not too happy,not at all sat,female,6,IAP,1,3,1,0,1,
52,working class,49005,graduate,18,IAP,favor,pretty happy,more or less,male,0,IAP,1,4,0,0,1,
60,working class,IAP,lt high school,8,agree,oppose,very happy,not at all sat,female,7,1,1,3,1,1,1,0
66,middle class,87120,graduate,20,IAP,oppose,pretty happy,satisfied,male,2,IAP,0,2,0,0,0,
31,working class,11797.5,junior college,15,strongly agree,oppose,not too happy,not at all sat,female,2,2,0,2,1,0,0,0
68,middle class,116160,bachelor,16,strongly agree,favor,very happy,satisfied,female,2,2,0,4,1,1,1,0
66,working class,IAP,lt high school,10,IAP,favor,very happy,satisfied,male,5,IAP,0,2,0,1,0,
81,middle class,17242.5,high school,12,strongly disagree,oppose,very happy,satisfied,male,9,4,0,4,0,0,1,0
56,working class,72600,high school,12,IAP,oppose,pretty happy,satisfied,female,1,IAP,1,3,1,1,1,
24,lower class,15427.5,high school,12,IAP,favor,not too happy,not at all sat,female,0,IAP,0,2,1,0,0,
26,middle class,59895,high school,16,strongly agree,oppose,pretty happy,more or less,female,3,2,1,4,1,0,1,0
50,working class,39930,bachelor,16,strongly agree,favor,pretty happy,more or less,female,9,3,1,4,1,0,1,1
19,lower class,8167.5,junior college,14,IAP,favor,pretty happy,more or less,female,1,IAP,0,2,1,0,0,
74,middle class,IAP,lt high school,11,strongly agree,favor,pretty happy,more or less,female,5,6,0,3,1,0,1,0
84,middle class,1452,high school,12,disagree,favor,pretty happy,more or less,female,3,1,0,2,1,0,0,0
40,middle class,59895,lt high school,11,IAP,favor,pretty happy,more or less,female,3,IAP,1,3,1,1,1,
59,working class,49005,bachelor,16,IAP,favor,very happy,more or less,female,5,IAP,1,3,1,1,1,
61,middle class,IAP,high school,14,agree,favor,very happy,satisfied,male,9,6,0,3,0,0,1,0
48,working class,39930,lt high school,9,IAP,favor,pretty happy,not at all sat,female,5,IAP,1,2,1,0,0,
54,working class,39930,high school,15,strongly agree,favor,pretty happy,not at all sat,female,1,3,0,3,1,0,1,1
41,middle class,49005,graduate,18,IAP,favor,pretty happy,satisfied,female,3,IAP,0,4,1,1,1,
34,working class,32670,bachelor,16,strongly disagree,favor,pretty happy,more or less,male,1,2,1,2,0,1,0,3
51,working class,IAP,lt high school,9,agree,favor,not too happy,not at all sat,male,2,7,0,1,0,0,0,0
64,working class,72600,junior college,14,strongly agree,favor,very happy,satisfied,male,4,4,1,4,0,1,1,2
80,lower class,15427.5,high school,13,IAP,favor,not too happy,not at all sat,female,2,IAP,0,1,1,0,0,
36,working class,IAP,high school,12,agree,favor,pretty happy,more or less,female,4,4,0,3,1,0,1,0
41,working class,13612.5,bachelor,16,IAP,favor,very happy,more or less,female,5,IAP,1,3,1,1,1,
45,middle class,39930,bachelor,16,agree,favor,pretty happy,satisfied,female,3,2,0,3,1,0,1,0
35,middle class,27225,high school,14,IAP,favor,pretty happy,not at all sat,female,13,IAP,1,3,1,0,1,
51,middle class,17242.5,high school,12,IAP,oppose,not too happy,not at all sat,female,4,IAP,0,3,1,1,1,
76,lower class,8167.5,lt high school,6,agree,favor,pretty happy,satisfied,male,6,6,0,1,0,0,0,0
26,working class,8167.5,high school,12,IAP,favor,not too happy,not at all sat,female,4,IAP,1,3,1,0,1,
31,upper class,1452,high school,12,agree,favor,not too happy,not at all sat,female,4,8,0,3,1,0,1,1
19,working class,2541,high school,12,IAP,favor,not too happy,not at all sat,male,3,IAP,0,2,0,0,0,
55,working class,32670,junior college,14,IAP,favor,pretty happy,not at all sat,female,9,IAP,1,3,1,0,1,
52,lower class,8167.5,high school,12,disagree,favor,pretty happy,more or less,female,1,7,0,2,1,0,0,0
67,lower class,IAP,bachelor,16,agree,favor,pretty happy,not at all sat,female,8,9,0,4,1,0,1,0
31,working class,11797.5,junior college,14,IAP,oppose,very happy,more or less,female,1,IAP,1,3,1,1,1,
58,lower class,3993,high school,12,IAP,favor,not too happy,not at all sat,male,2,IAP,0,1,0,0,0,
83,upper class,IAP,lt high school,8,disagree,favor,very happy,not at all sat,female,3,3,0,2,1,1,0,0
76,middle class,32670,junior college,15,IAP,favor,pretty happy,satisfied,female,7,IAP,0,4,1,0,1,
58,working class,72600,high school,12,strongly agree,oppose,pretty happy,more or less,female,5,4,1,2,1,1,0,3
69,middle class,87120,graduate,17,IAP,oppose,very happy,satisfied,female,5,IAP,0,4,1,1,1,
65,middle class,39930,high school,12,IAP,favor,pretty happy,satisfied,female,1,IAP,0,3,1,0,1,
49,working class,17242.5,high school,12,agree,oppose,pretty happy,not at all sat,male,3,20,0,2,0,1,0,0
76,working class,163843.84698,high school,15,IAP,favor,very happy,satisfied,male,9,IAP,0,2,0,1,0,
28,middle class,72600,bachelor,16,strongly agree,oppose,very happy,satisfied,male,2,2,1,4,0,0,1,2
33,working class,23595,bachelor,18,IAP,oppose,pretty happy,more or less,male,1,IAP,1,3,0,0,1,
69,middle class,27225,high school,14,disagree,oppose,very happy,satisfied,female,2,0,0,3,1,0,1,0
39,working class,19965,high school,14,IAP,favor,not too happy,not at all sat,female,1,IAP,1,3,1,0,1,
37,working class,19965,graduate,16,agree,oppose,pretty happy,not at all sat,female,3,4,1,3,1,0,1,1
44,working class,27225,high school,14,IAP,oppose,not too happy,not at all sat,female,5,IAP,0,2,1,0,0,
36,working class,72600,junior college,16,IAP,favor,pretty happy,more or less,female,2,IAP,1,3,1,0,1,
43,DK,5445,junior college,14,IAP,oppose,pretty happy,more or less,male,8,IAP,0,4,0,0,1,
44,working class,27225,high school,12,agree,favor,very happy,satisfied,male,4,6,1,4,0,0,1,0
66,middle class,59895,graduate,20,strongly agree,favor,pretty happy,more or less,female,2,3,1,3,1,0,1,0
75,upper class,9982.5,lt high school,7,agree,oppose,not too happy,not at all sat,female,2,13,0,1,1,0,0,0
73,middle class,27225,high school,12,IAP,favor,pretty happy,more or less,female,7,IAP,0,2,1,0,0,
37,middle class,363,junior college,15,disagree,oppose,pretty happy,not at all sat,female,3,2,0,3,1,0,1,0
30,working class,15427.5,high school,14,IAP,favor,very happy,satisfied,male,3,IAP,1,3,0,1,1,
48,middle class,39930,high school,12,IAP,oppose,pretty happy,more or less,male,5,IAP,1,3,0,1,1,
47,working class,49005,high school,12,IAP,favor,not too happy,satisfied,male,4,IAP,1,2,0,0,0,
67,upper class,49005,high school,13,IAP,favor,not too happy,not at all sat,male,3,IAP,0,3,0,0,1,
70,DK,IAP,lt high school,8,agree,DK,very happy,more or less,female,6,3,0,3,1,1,1,0
69,middle class,32670,bachelor,16,IAP,favor,pretty happy,satisfied,female,4,IAP,0,2,1,0,0,
25,working class,IAP,bachelor,16,IAP,favor,pretty happy,satisfied,female,3,IAP,1,3,1,0,1,
39,middle class,39930,junior college,16,agree,favor,pretty happy,more or less,female,2,1,1,3,1,0,1,1
27,working class,15427.5,junior college,14,strongly agree,favor,pretty happy,satisfied,male,4,2,1,2,0,0,0,0
21,middle class,IAP,high school,12,IAP,oppose,pretty happy,satisfied,female,3,IAP,1,3,1,0,1,
61,working class,19965,bachelor,16,agree,favor,not too happy,more or less,female,4,2,0,2,1,0,0,1
58,lower class,15427.5,high school,12,IAP,oppose,not too happy,not at all sat,female,11,IAP,0,3,1,0,1,
52,working class,32670,bachelor,14,IAP,favor,pretty happy,not at all sat,male,3,IAP,1,2,0,0,0,
61,working class,32670,graduate,18,strongly agree,favor,very happy,satisfied,female,0,0,0,4,1,0,1,0
63,working class,59895,graduate,17,IAP,favor,very happy,satisfied,female,2,IAP,0,3,1,1,1,
82,working class,9982.5,junior college,14,agree,oppose,pretty happy,more or less,female,3,5,0,1,1,1,0,0
50,working class,39930,high school,12,strongly agree,oppose,pretty happy,more or less,male,3,2,1,3,0,1,1,3
55,lower class,6534,high school,14,IAP,favor,pretty happy,not at all sat,female,DK,IAP,0,1,1,0,0,
19,working class,32670,high school,13,IAP,favor,very happy,more or less,male,2,IAP,0,4,0,0,1,
73,middle class,49005,graduate,18,agree,oppose,pretty happy,satisfied,female,1,2,0,3,1,0,1,0
50,middle class,11797.5,high school,12,IAP,oppose,not too happy,not at all sat,female,1,IAP,0,3,1,0,1,
40,working class,32670,high school,14,strongly agree,oppose,very happy,satisfied,female,6,2,1,3,1,0,1,0
41,middle class,72600,bachelor,15,IAP,favor,pretty happy,more or less,male,1,IAP,1,3,0,0,1,
65,upper class,49005,bachelor,16,disagree,oppose,very happy,more or less,male,2,16,0,3,0,1,1,0
57,middle class,59895,high school,12,disagree,oppose,very happy,more or less,male,5,3,1,3,0,1,1,0
86,middle class,49005,bachelor,16,IAP,oppose,very happy,satisfied,male,2,IAP,0,4,0,0,1,
67,middle class,163843.84698,high school,18,IAP,DK,pretty happy,satisfied,female,1,IAP,0,3,1,1,1,
32,middle class,101640,bachelor,16,IAP,favor,pretty happy,satisfied,male,4,IAP,1,3,0,1,1,
56,lower class,363,high school,12,IAP,oppose,not too happy,not at all sat,female,0,IAP,0,2,1,0,0,
61,middle class,72600,bachelor,16,strongly agree,favor,very happy,not at all sat,female,0,0,1,4,1,0,1,1
48,working class,49005,junior college,14,IAP,favor,not too happy,more or less,male,4,IAP,1,4,0,0,1,
65,working class,27225,high school,14,IAP,favor,pretty happy,more or less,male,1,IAP,0,3,0,0,1,
73,middle class,49005,high school,14,IAP,favor,pretty happy,more or less,female,3,IAP,0,3,1,1,1,
71,working class,32670,high school,12,strongly agree,favor,very happy,not at all sat,female,2,3,0,3,1,1,1,0
78,working class,49005,high school,12,IAP,favor,very happy,satisfied,male,5,IAP,0,4,0,0,1,
74,upper class,163843.84698,graduate,20,disagree,oppose,very happy,satisfied,male,4,3,0,3,0,0,1,2
52,working class,9982.5,high school,16,IAP,oppose,pretty happy,not at all sat,female,1,IAP,0,4,1,0,1,
48,middle class,363,junior college,14,disagree,favor,not too happy,not at all sat,female,3,3,0,2,1,0,0,0
61,middle class,59895,high school,12,IAP,favor,very happy,more or less,male,3,IAP,0,4,0,1,1,
50,working class,32670,bachelor,16,IAP,favor,very happy,not at all sat,male,2,IAP,1,3,0,0,1,
36,working class,32670,bachelor,16,strongly agree,oppose,pretty happy,more or less,female,11,2,1,4,1,0,1,3
45,lower class,19965,bachelor,15,IAP,oppose,not too happy,not at all sat,female,28,IAP,0,2,1,0,0,
53,working class,15427.5,junior college,14,strongly agree,oppose,pretty happy,more or less,female,3,5,1,4,1,0,1,0
28,middle class,IAP,high school,12,IAP,oppose,very happy,more or less,male,7,IAP,1,4,0,0,1,
89 or older,middle class,17242.5,high school,12,agree,favor,pretty happy,more or less,female,3,5,0,3,1,0,1,0
62,middle class,IAP,high school,12,IAP,oppose,pretty happy,not at all sat,female,6,IAP,0,2,1,1,0,
43,working class,32670,lt high school,9,strongly agree,favor,not too happy,more or less,male,8,2,1,2,0,1,0,9
74,working class,IAP,bachelor,16,disagree,favor,pretty happy,not at all sat,female,5,3,0,4,1,0,1,0
37,working class,72600,junior college,16,IAP,favor,pretty happy,more or less,female,4,IAP,1,3,1,1,1,
36,working class,49005,high school,12,agree,favor,pretty happy,more or less,female,3,1,0,3,1,1,1,1
