age,class,coninc,degree,educ,fechld,gunlaw,happy,satfin,sex,sibs,tvhours,wrkfull,healthre,female,maritals,healthy,vistzoo
53,working class,IAP,high school,12,IAP,favor,not too happy,more or less,female,6,IAP,0,2,1,0,0,
52,middle class,IAP,high school,12,disagree,oppose,very happy,not at all sat,male,1,5,0,4,0,0,1,1
60,working class,8167.5,lt high school,6,IAP,favor,very happy,not at all sat,female,12,IAP,0,3,1,1,1,
60,middle class,101640,bachelor,16,IAP,favor,pretty happy,satisfied,male,8,IAP,1,4,0,0,1,
59,working class,59895,bachelor,16,strongly agree,favor,pretty happy,more or less,female,4,5,0,3,1,0,1,1
57,working class,4719,high school,14,agree,favor,pretty happy,satisfied,male,3,8,0,3,0,0,1,1
37,working class,17242.5,junior college,14,IAP,oppose,not too happy,not at all sat,female,3,IAP,0,2,1,0,0,
40,working class,IAP,high school,14,IAP,favor,not too happy,more or less,female,4,IAP,0,3,1,0,1,
51,middle class,27225,high school,15,IAP,favor,very happy,more or less,female,13,IAP,0,4,1,0,1,
77,middle class,23595,high school,13,disagree,oppose,very happy,satisfied,female,0,5,0,3,1,1,1,0
56,middle class,59895,bachelor,16,IAP,oppose,very happy,satisfied,female,6,IAP,1,3,1,1,1,
25,working class,87120,high school,12,strongly agree,favor,pretty happy,more or less,male,3,2,1,3,0,1,1,0
48,working class,59895,high school,13,strongly agree,favor,pretty happy,more or less,female,6,2,1,3,1,0,1,1
61,middle class,13612.5,high school,12,IAP,favor,pretty happy,more or less,male,2,IAP,0,1,0,0,0,
36,working class,101640,lt high school,6,disagree,oppose,very happy,not at all sat,female,6,2,0,3,1,1,1,2
28,middle class,IAP,bachelor,15,IAP,favor,not too happy,not at all sat,female,11,IAP,0,4,1,0,1,
23,working class,17242.5,bachelor,16,strongly agree,favor,pretty happy,more or less,male,0,4,1,4,0,0,1,0
29,working class,23595,high school,15,IAP,oppose,pretty happy,more or less,female,1,IAP,1,2,1,0,0,
38,working class,9982.5,high school,14,IAP,favor,pretty happy,more or less,female,7,IAP,1,3,1,0,1,
78,working class,59895,graduate,18,IAP,favor,pretty happy,more or less,male,1,IAP,0,2,0,1,0,
67,working class,IAP,lt high school,11,disagree,oppose,very happy,more or less,female,12,1,0,3,1,0,1,0
48,middle class,72600,bachelor,16,IAP,oppose,pretty happy,not at all sat,female,5,IAP,1,4,1,1,1,
68,middle class,116160,junior college,14,strongly agree,favor,very happy,satisfied,male,4,6,1,3,0,1,1,1
42,working class,72600,high school,12,IAP,oppose,very happy,more or less,male,6,IAP,1,3,0,0,1,
65,working class,87120,high school,14,agree,favor,very happy,more or less,female,3,2,1,4,1,1,1,0
77,middle class,32670,high school,13,disagree,favor,not too happy,satisfied,female,3,0,0,3,1,0,1,0
62,middle class,87120,high school,14,agree,oppose,pretty happy,satisfied,female,10,2,1,3,1,1,1,1
51,middle class,8167.5,lt high school,8,IAP,favor,pretty happy,more or less,male,3,IAP,1,2,0,0,0,
28,working class,59895,lt high school,12,IAP,oppose,very happy,satisfied,female,3,IAP,1,4,1,0,1,
53,working class,IAP,high school,12,IAP,favor,pretty happy,not at all sat,female,0,IAP,1,2,1,1,0,
40,working class,116160,high school,15,strongly agree,favor,pretty happy,not at all sat,female,2,2,1,2,1,1,0,4
51,middle class,116160,bachelor,16,IAP,favor,pretty happy,satisfied,male,4,IAP,1,3,0,1,1,
65,middle class,49005,high school,13,IAP,favor,not too happy,not at all sat,male,7,IAP,0,2,0,0,0,
51,working class,27225,high school,13,strongly agree,oppose,pretty happy,not at all sat,female,4,2,1,3,1,0,1,0
60,working class,72600,junior college,14,agree,favor,pretty happy,more or less,male,8,5,1,3,0,1,1,0
57,working class,39930,high school,12,IAP,favor,pretty happy,not at all sat,male,4,IAP,0,3,0,0,1,
53,lower class,2541,high school,12,IAP,favor,very happy,satisfied,female,5,IAP,0,3,1,1,1,
56,working class,23595,high school,12,strongly agree,favor,very happy,more or less,male,6,3,1,2,0,0,0,0
21,working class,59895,high school,13,IAP,favor,pretty happy,more or less,female,0,IAP,0,4,1,0,1,
24,working class,32670,junior college,14,agree,favor,pretty happy,more or less,female,7,1,1,4,1,0,1,1
87,working class,IAP,high school,12,IAP,favor,very happy,satisfied,female,14,IAP,0,4,1,0,1,
22,working class,39930,high school,13,strongly agree,favor,pretty happy,more or less,female,4,1,1,4,1,0,1,0
51,working class,23595,high school,12,IAP,NA,not too happy,not at all sat,male,0,IAP,1,3,0,0,1,
47,working class,39930,bachelor,18,agree,oppose,pretty happy,not at all sat,female,8,4,1,2,1,1,0,0
27,working class,23595,high school,14,IAP,oppose,not too happy,not at all sat,female,1,IAP,0,4,1,0,1,
20,middle class,IAP,high school,14,strongly agree,favor,very happy,satisfied,male,0,3,0,4,0,0,1,0
31,lower class,17242.5,high school,12,IAP,favor,very happy,not at all sat,female,1,IAP,1,4,1,0,1,
51,middle class,IAP,bachelor,17,strongly agree,favor,pretty happy,more or less,female,3,12,0,2,1,0,0,0
87,middle class,39930,bachelor,16,agree,favor,pretty happy,more or less,female,1,3,0,2,1,1,0,0
54,middle class,59895,bachelor,16,IAP,favor,pretty happy,more or less,female,3,IAP,1,4,1,0,1,
81,upper class,32670,high school,12,agree,favor,very happy,more or less,female,1,1,0,3,1,1,1,1
47,working class,5445,high school,12,agree,favor,very happy,more or less,male,4,5,1,4,0,1,1,0
65,middle class,32670,bachelor,16,agree,favor,pretty happy,more or less,male,0,2,0,3,0,1,1,0
75,working class,1452,lt high school,12,agree,favor,very happy,more or less,male,2,2,0,2,0,1,0,0
46,middle class,116160,bachelor,16,agree,oppose,pretty happy,more or less,male,2,3,1,3,0,1,1,0
53,middle class,101640,graduate,19,strongly disagree,favor,pretty happy,more or less,male,2,3,1,4,0,1,1,1
45,middle class,163843.84698,bachelor,16,IAP,favor,pretty happy,satisfied,female,2,IAP,0,3,1,1,1,
52,middle class,72600,graduate,17,strongly agree,favor,very happy,more or less,female,1,4,1,4,1,1,1,2
56,middle class,87120,bachelor,16,IAP,favor,very happy,more or less,female,3,IAP,1,4,1,0,1,
58,lower class,11797.5,bachelor,16,IAP,favor,pretty happy,not at all sat,female,3,IAP,0,2,1,0,0,
69,middle class,11797.5,graduate,16,disagree,favor,pretty happy,not at all sat,female,2,2,0,3,1,0,1,1
67,working class,8167.5,high school,12,disagree,favor,not too happy,not at all sat,female,8,3,0,3,1,0,1,2
54,middle class,IAP,bachelor,16,IAP,favor,not too happy,not at all sat,female,6,IAP,0,1,1,0,0,
53,working class,72600,high school,14,disagree,favor,very happy,not at all sat,male,4,1,1,3,0,1,1,0
47,working class,9982.5,high school,14,IAP,favor,pretty happy,more or less,female,2,IAP,1,2,1,0,0,
47,middle class,163843.84698,bachelor,16,strongly agree,favor,pretty happy,not at all sat,male,2,2,0,3,0,1,1,0
63,middle class,15427.5,lt high school,5,IAP,favor,not too happy,satisfied,female,9,IAP,0,2,1,0,0,
32,working class,32670,bachelor,18,IAP,favor,not too happy,more or less,female,6,IAP,1,3,1,0,1,
23,lower class,32670,high school,13,IAP,favor,pretty happy,not at all sat,female,2,IAP,0,3,1,1,1,
38,working class,39930,high school,14,IAP,favor,not too happy,more or less,female,5,IAP,1,3,1,0,1,
51,working class,49005,high school,12,agree,oppose,pretty happy,not at all sat,male,3,3,1,2,0,1,0,0
66,working class,49005,bachelor,16,IAP,favor,pretty happy,more or less,female,1,IAP,1,4,1,0,1,
54,middle class,163843.84698,graduate,20,IAP,oppose,very happy,more or less,male,0,IAP,1,4,0,1,1,
68,middle class,87120,high school,12,strongly disagree,favor,pretty happy,satisfied,male,8,2,0,3,0,1,1,0
58,middle class,163843.84698,bachelor,16,IAP,favor,not too happy,more or less,male,1,IAP,1,3,0,0,1,
33,middle class,116160,graduate,18,agree,oppose,very happy,more or less,female,2,2,0,4,1,1,1,2
66,middle class,IAP,bachelor,16,IAP,favor,very happy,satisfied,female,0,IAP,0,4,1,0,1,
27,working class,19965,high school,12,IAP,favor,pretty happy,more or less,male,2,IAP,1,3,0,0,1,
53,working class,72600,high school,12,agree,favor,pretty happy,more or less,male,3,2,0,3,0,0,1,0
54,middle class,27225,junior college,18,IAP,favor,pretty happy,more or less,male,3,IAP,1,3,0,1,1,
67,lower class,9982.5,high school,12,IAP,favor,not too happy,more or less,male,5,IAP,0,2,0,0,0,
65,working class,17242.5,high school,12,agree,favor,not too happy,not at all sat,female,2,3,0,3,1,0,1,0
27,lower class,23595,high school,15,disagree,favor,pretty happy,more or less,female,8,4,1,3,1,0,1,1
28,working class,13612.5,high school,12,IAP,oppose,pretty happy,more or less,male,3,IAP,1,2,0,0,0,
27,working class,17242.5,bachelor,16,strongly agree,oppose,pretty happy,more or less,female,2,3,1,4,1,0,1,2
60,middle class,3267,lt high school,8,agree,favor,pretty happy,more or less,male,8,6,0,3,0,0,1,
74,middle class,8167.5,high school,12,agree,favor,pretty happy,more or less,female,0,5,0,3,1,0,1,0
44,lower class,3267,high school,12,IAP,favor,very happy,satisfied,female,1,IAP,0,4,1,0,1,
63,working class,15427.5,high school,11,IAP,favor,very happy,more or less,male,5,IAP,0,3,0,0,1,
72,lower class,6534,high school,12,agree,favor,pretty happy,more or less,female,5,3,0,3,1,0,1,0
25,middle class,163843.84698,bachelor,17,IAP,favor,pretty happy,more or less,male,2,IAP,1,2,0,0,0,
35,middle class,27225,bachelor,18,agree,favor,very happy,more or less,male,0,4,1,2,0,0,0,1
56,working class,19965,high school,13,IAP,favor,very happy,not at all sat,male,2,IAP,1,2,0,1,0,
75,lower class,17242.5,high school,12,agree,favor,pretty happy,satisfied,male,8,12,0,2,0,0,0,0
43,middle class,163843.84698,bachelor,16,IAP,favor,very happy,more or less,female,11,IAP,1,3,1,1,1,
68,working class,8167.5,junior college,14,agree,favor,pretty happy,more or less,male,3,3,0,3,0,0,1,0
61,middle class,32670,bachelor,16,IAP,favor,pretty happy,not at all sat,female,5,IAP,1,3,1,0,1,
46,working class,23595,high school,15,agree,favor,not too happy,not at all sat,female,4,2,1,3,1,0,1,0
53,middle class,49005,graduate,18,IAP,favor,pretty happy,satisfied,male,1,IAP,1,4,0,0,1,
35,middle class,87120,bachelor,16,IAP,favor,pretty happy,satisfied,female,0,IAP,1,3,1,1,1,
47,lower class,8167.5,lt high school,9,IAP,oppose,pretty happy,not at all sat,male,6,IAP,0,2,0,0,0,
81,middle class,49005,junior college,13,IAP,favor,not too happy,satisfied,female,1,IAP,0,2,1,1,0,
77,middle class,59895,bachelor,17,agree,DK,very happy,satisfied,female,3,1,0,3,1,1,1,0
54,middle class,163843.84698,graduate,17,strongly agree,favor,pretty happy,satisfied,male,1,1,1,3,0,1,1,0
43,middle class,72600,bachelor,16,strongly agree,oppose,pretty happy,more or less,male,1,6,1,3,0,0,1,1
27,working class,59895,junior college,15,IAP,oppose,pretty happy,more or less,female,1,IAP,1,3,1,0,1,
30,middle class,163843.84698,bachelor,16,disagree,favor,very happy,satisfied,female,1,0,1,2,1,1,0,1
52,middle class,163843.84698,graduate,20,IAP,favor,pretty happy,more or less,male,3,IAP,0,3,0,1,1,
55,middle class,163843.84698,junior college,14,strongly agree,favor,pretty happy,more or less,female,2,2,1,3,1,1,1,1
40,upper class,163843.84698,bachelor,16,IAP,oppose,pretty happy,more or less,male,1,IAP,1,3,0,1,1,
21,working class,23595,high school,14,agree,favor,not too happy,not at all sat,female,1,2,1,2,1,0,0,1
81,working class,11797.5,high school,15,agree,oppose,pretty happy,more or less,female,3,8,0,3,1,0,1,0
66,working class,IAP,graduate,20,IAP,oppose,very happy,satisfied,female,11,IAP,0,4,1,0,1,
78,NA,8167.5,high school,12,strongly agree,oppose,not too happy,more or less,female,1,6,0,3,1,0,1,0
33,working class,39930,junior college,16,agree,oppose,not too happy,more or less,female,2,2,1,2,1,0,0,0
23,working class,39930,high school,13,strongly agree,oppose,pretty happy,not at all sat,male,1,1,0,3,0,0,1,2
22,working class,17242.5,high school,13,IAP,oppose,pretty happy,not at all sat,female,5,IAP,1,2,1,0,0,
87,middle class,IAP,lt high school,11,agree,favor,pretty happy,more or less,female,0,5,0,3,1,0,1,0
35,middle class,49005,high school,12,IAP,favor,pretty happy,more or less,male,2,IAP,1,3,0,0,1,
44,working class,32670,high school,10,IAP,oppose,pretty happy,satisfied,female,6,IAP,0,1,1,0,0,
19,middle class,IAP,high school,13,agree,favor,very happy,more or less,female,2,1,0,4,1,0,1,0
42,middle class,32670,high school,12,IAP,favor,pretty happy,more or less,female,6,IAP,1,3,1,0,1,
43,working class,39930,high school,13,IAP,oppose,pretty happy,not at all sat,female,2,IAP,1,3,1,1,1,
30,working class,49005,high school,14,IAP,favor,very happy,more or less,female,2,IAP,0,3,1,0,1,
51,working class,72600,graduate,18,strongly agree,favor,very happy,not at all sat,female,3,3,1,4,1,1,1,1
39,working class,87120,high school,12,IAP,favor,not too happy,more or less,female,4,IAP,1,3,1,0,1,
66,middle class,72600,bachelor,17,strongly disagree,oppose,pretty happy,satisfied,male,1,8,0,3,0,1,1,0
19,middle class,163843.84698,high school,12,strongly agree,favor,not too happy,satisfied,female,4,1,0,2,1,0,0,1
30,working class,27225,high school,12,disagree,oppose,pretty happy,more or less,male,2,3,1,3,0,1,1,2
37,middle class,49005,high school,14,IAP,oppose,pretty happy,satisfied,female,2,IAP,1,3,1,1,1,
50,middle class,32670,high school,12,IAP,oppose,very happy,more or less,male,2,IAP,1,3,0,1,1,
35,middle class,3993,high school,13,strongly agree,favor,very happy,more or less,female,4,8,1,4,1,1,1,0
70,working class,17242.5,high school,12,IAP,favor,pretty happy,more or less,female,4,IAP,0,3,1,1,1,
33,middle class,4719,lt high school,9,IAP,favor,very happy,more or less,female,4,IAP,0,3,1,0,1,
51,working class,39930,high school,12,disagree,favor,very happy,more or less,male,18,3,1,2,0,1,0,1
62,working class,5445,lt high school,9,IAP,favor,very happy,not at all sat,male,9,IAP,0,1,0,1,0,
46,working class,39930,high school,13,strongly disagree,favor,pretty happy,not at all sat,female,2,14,0,2,1,1,0,2
47,working class,19965,high school,12,IAP,favor,not too happy,more or less,male,2,IAP,1,4,0,1,1,
56,middle class,72600,bachelor,17,agree,favor,very happy,more or less,female,3,1,1,3,1,1,1,0
27,working class,32670,graduate,18,agree,favor,very happy,more or less,female,4,2,1,4,1,0,1,1
27,working class,23595,graduate,17,disagree,oppose,pretty happy,not at all sat,female,5,1,1,4,1,1,1,1
40,working class,39930,graduate,17,strongly disagree,favor,pretty happy,satisfied,male,9,0,1,4,0,0,1,1
63,middle class,101640,bachelor,16,IAP,favor,very happy,more or less,female,3,IAP,0,4,1,1,1,
35,lower class,1452,lt high school,13,IAP,favor,pretty happy,satisfied,male,1,IAP,0,2,0,0,0,
79,DK,8167.5,lt high school,10,agree,oppose,very happy,satisfied,female,6,7,0,2,1,0,0,0
47,middle class,2541,high school,12,IAP,favor,very happy,not at all sat,male,0,IAP,0,2,0,0,0,
43,working class,27225,bachelor,14,IAP,favor,very happy,more or less,male,2,IAP,1,3,0,0,1,
44,working class,IAP,high school,14,disagree,favor,pretty happy,satisfied,female,8,1,1,3,1,0,1,0
43,lower class,27225,high school,13,IAP,oppose,very happy,not at all sat,female,10,IAP,0,2,1,0,0,
28,middle class,1452,lt high school,12,disagree,favor,very happy,not at all sat,female,3,1,0,4,1,0,1,0
44,middle class,IAP,high school,16,IAP,favor,not too happy,satisfied,female,1,IAP,1,4,1,0,1,
54,working class,32670,high school,14,strongly agree,favor,very happy,satisfied,female,4,8,1,3,1,0,1,2
79,working class,17242.5,high school,12,IAP,favor,pretty happy,more or less,female,12,IAP,0,3,1,0,1,
28,working class,11797.5,high school,12,disagree,favor,not too happy,not at all sat,female,4,5,0,1,1,0,0,1
52,lower class,363,high school,12,IAP,oppose,pretty happy,not at all sat,male,9,IAP,0,3,0,0,1,
30,lower class,6534,high school,12,DK,favor,pretty happy,more or less,male,3,5,0,4,0,0,1,0
24,lower class,IAP,high school,12,IAP,favor,not too happy,not at all sat,female,3,IAP,0,3,1,0,1,
29,working class,19965,high school,12,agree,favor,pretty happy,not at all sat,male,3,1,1,3,0,0,1,3
73,working class,11797.5,high school,12,disagree,favor,pretty happy,not at all sat,female,4,4,0,4,1,0,1,0
57,working class,32670,high school,12,IAP,favor,pretty happy,not at all sat,male,3,IAP,0,2,0,1,0,
51,middle class,IAP,bachelor,16,disagree,oppose,pretty happy,satisfied,male,3,3,1,3,0,1,1,1
65,middle class,87120,bachelor,16,IAP,favor,pretty happy,more or less,male,1,IAP,1,4,0,1,1,
28,working class,13612.5,junior college,14,disagree,oppose,pretty happy,not at all sat,male,0,2,0,2,0,0,0,1
25,working class,IAP,bachelor,15,IAP,favor,not too happy,more or less,male,4,IAP,0,4,0,0,1,
40,lower class,363,lt high school,10,IAP,favor,not too happy,not at all sat,male,0,IAP,0,2,0,0,0,
56,working class,IAP,high school,12,disagree,oppose,pretty happy,not at all sat,male,22,3,0,2,0,0,0,
27,working class,IAP,high school,13,agree,favor,not too happy,more or less,male,5,0,0,4,0,0,1,4
59,working class,39930,high school,14,IAP,favor,pretty happy,not at all sat,female,1,IAP,1,3,1,0,1,
56,working class,8167.5,bachelor,16,strongly agree,oppose,very happy,more or less,male,5,3,0,3,0,0,1,0
61,middle class,IAP,high school,12,agree,favor,very happy,more or less,female,2,1,0,3,1,1,1,1
56,middle class,101640,high school,12,agree,favor,very happy,more or less,female,2,2,1,3,1,1,1,2
35,working class,163843.84698,bachelor,19,IAP,favor,very happy,more or less,female,1,IAP,1,4,1,1,1,
57,lower class,17242.5,high school,12,IAP,favor,pretty happy,not at all sat,male,2,IAP,0,1,0,1,0,
50,middle class,116160,high school,13,agree,favor,pretty happy,satisfied,female,1,0,1,3,1,1,1,0
25,lower class,59895,high school,13,IAP,favor,pretty happy,more or less,male,4,IAP,0,4,0,0,1,
59,working class,9982.5,high school,16,IAP,favor,not too happy,more or less,female,7,IAP,1,3,1,0,1,
73,middle class,32670,high school,14,IAP,favor,very happy,satisfied,male,1,IAP,0,2,0,1,0,
60,working class,39930,high school,12,disagree,oppose,very happy,not at all sat,male,14,5,0,4,0,0,1,2
84,working class,IAP,lt high school,6,IAP,favor,very happy,not at all sat,male,6,IAP,0,2,0,1,0,
57,working class,11797.5,lt high school,11,disagree,favor,pretty happy,satisfied,female,3,3,1,3,1,0,1,0
35,middle class,39930,high school,12,disagree,favor,pretty happy,more or less,female,2,2,1,2,1,0,0,0
28,middle class,101640,bachelor,16,IAP,favor,pretty happy,satisfied,female,2,IAP,0,3,1,1,1,
42,upper class,101640,graduate,17,strongly agree,favor,very happy,more or less,female,2,1,1,4,1,0,1,2
38,working class,13612.5,high school,12,disagree,oppose,pretty happy,not at all sat,female,2,4,0,4,1,0,1,1
69,working class,59895,lt high school,8,IAP,favor,very happy,satisfied,male,8,IAP,1,2,0,1,0,
68,middle class,27225,high school,12,disagree,favor,pretty happy,more or less,male,1,3,0,3,0,0,1,1
44,middle class,49005,high school,14,IAP,favor,very happy,more or less,male,3,IAP,1,3,0,0,1,
67,working class,59895,bachelor,16,strongly agree,oppose,pretty happy,satisfied,male,2,5,0,3,0,1,1,1
45,middle class,116160,bachelor,20,strongly agree,oppose,pretty happy,more or less,female,2,1,1,3,1,1,1,2
68,middle class,101640,graduate,18,strongly agree,favor,pretty happy,more or less,female,6,5,0,3,1,0,1,2
34,working class,59895,bachelor,17,IAP,favor,very happy,more or less,female,2,IAP,0,3,1,1,1,
24,working class,87120,lt high school,11,agree,favor,very happy,not at all sat,female,3,0,1,4,1,0,1,2
32,lower class,32670,bachelor,16,strongly agree,DK,very happy,not at all sat,female,5,1,0,4,1,0,1,2
22,working class,13612.5,high school,12,IAP,oppose,pretty happy,satisfied,male,1,IAP,0,2,0,0,0,
35,working class,8167.5,high school,12,IAP,favor,not too happy,not at all sat,female,4,IAP,0,2,1,1,0,
64,middle class,49005,high school,12,strongly agree,oppose,pretty happy,satisfied,female,6,4,1,4,1,0,1,0
26,working class,23595,high school,12,IAP,oppose,very happy,more or less,male,2,IAP,1,4,0,0,1,
63,middle class,72600,graduate,18,IAP,favor,pretty happy,more or less,male,1,IAP,0,3,0,1,1,
32,lower class,15427.5,junior college,14,disagree,favor,pretty happy,more or less,male,9,0,1,2,0,1,0,0
61,middle class,11797.5,bachelor,17,IAP,oppose,pretty happy,more or less,male,3,IAP,0,4,0,0,1,
40,middle class,87120,bachelor,18,strongly agree,oppose,not too happy,not at all sat,male,1,2,0,2,0,0,0,0
64,working class,39930,bachelor,16,strongly agree,favor,pretty happy,more or less,female,3,1,1,3,1,1,1,1
41,middle class,87120,graduate,20,IAP,favor,very happy,satisfied,male,2,IAP,1,4,0,1,1,
55,working class,72600,bachelor,16,strongly agree,favor,pretty happy,more or less,male,7,1,1,3,0,1,1,1
65,middle class,59895,bachelor,17,IAP,favor,very happy,more or less,female,3,IAP,1,3,1,1,1,
43,middle class,27225,bachelor,19,IAP,favor,pretty happy,not at all sat,male,1,IAP,0,3,0,0,1,
56,middle class,87120,bachelor,16,strongly disagree,oppose,very happy,more or less,male,2,2,1,4,0,1,1,0
67,middle class,39930,graduate,20,strongly agree,favor,pretty happy,satisfied,female,6,2,0,2,1,1,0,0
69,working class,32670,high school,12,disagree,oppose,not too happy,not at all sat,male,5,5,1,4,0,0,1,0
23,middle class,49005,high school,12,IAP,favor,very happy,more or less,female,1,IAP,0,3,1,0,1,
43,middle class,116160,bachelor,16,strongly agree,favor,very happy,more or less,female,7,1,1,3,1,1,1,1
46,working class,39930,high school,14,IAP,favor,pretty happy,more or less,female,4,IAP,1,3,1,0,1,
34,middle class,101640,bachelor,16,agree,favor,very happy,satisfied,male,2,1,1,4,0,1,1,9
56,middle class,32670,bachelor,16,agree,favor,pretty happy,more or less,male,5,4,0,2,0,0,0,2
25,middle class,49005,bachelor,16,IAP,favor,very happy,more or less,female,2,IAP,1,3,1,1,1,
77,working class,23595,high school,12,IAP,favor,pretty happy,more or less,female,0,IAP,0,4,1,1,1,
30,middle class,39930,bachelor,17,strongly agree,favor,pretty happy,not at all sat,male,1,1,0,2,0,0,0,0
70,working class,32670,high school,13,IAP,favor,not too happy,not at all sat,female,4,IAP,0,4,1,0,1,
79,middle class,39930,bachelor,16,disagree,oppose,pretty happy,more or less,male,2,4,0,3,0,1,1,1
59,middle class,15427.5,high school,16,IAP,favor,pretty happy,more or less,male,3,IAP,1,4,0,0,1,
68,working class,39930,high school,14,strongly agree,oppose,pretty happy,satisfied,male,3,2,0,3,0,1,1,0
29,middle class,32670,high school,12,IAP,favor,pretty happy,more or less,male,5,IAP,1,3,0,0,1,
31,working class,9982.5,high school,12,strongly agree,favor,pretty happy,not at all sat,female,1,3,0,2,1,0,0,0
27,working class,11797.5,high school,12,agree,favor,pretty happy,not at all sat,female,2,2,0,2,1,0,0,2
47,lower class,15427.5,high school,12,IAP,favor,not too happy,not at all sat,male,1,IAP,0,2,0,1,0,
35,working class,17242.5,junior college,14,IAP,favor,pretty happy,more or less,male,2,IAP,0,3,0,1,1,
54,lower class,5445,lt high school,9,agree,oppose,not too happy,not at all sat,male,2,10,0,2,0,0,0,0
31,lower class,11797.5,high school,15,IAP,favor,pretty happy,more or less,male,3,IAP,0,3,0,0,1,
55,working class,59895,high school,13,IAP,oppose,pretty happy,more or less,female,1,IAP,1,2,1,1,0,
61,working class,23595,high school,14,agree,favor,pretty happy,not at all sat,female,4,3,1,2,1,0,0,1
26,working class,27225,high school,13,IAP,favor,pretty happy,not at all sat,male,1,IAP,1,3,0,0,1,
60,middle class,87120,high school,12,disagree,oppose,very happy,satisfied,female,3,2,1,3,1,1,1,1
25,middle class,15427.5,bachelor,16,agree,favor,pretty happy,more or less,male,7,1,1,4,0,0,1,1
56,middle class,39930,bachelor,16,IAP,oppose,pretty happy,more or less,male,10,IAP,1,4,0,1,1,
57,lower class,13612.5,high school,12,IAP,favor,not too happy,not at all sat,male,2,IAP,0,2,0,1,0,
82,working class,13612.5,lt high school,10,IAP,favor,very happy,not at all sat,male,1,IAP,0,3,0,0,1,
22,working class,11797.5,high school,13,disagree,favor,pretty happy,not at all sat,female,14,6,1,3,1,0,1,1
29,working class,49005,junior college,14,strongly agree,oppose,pretty happy,not at all sat,male,2,3,1,3,0,0,1,4
35,working class,19965,junior college,16,agree,favor,pretty happy,more or less,female,2,1,1,3,1,0,1,5
56,middle class,27225,bachelor,16,agree,favor,pretty happy,satisfied,male,7,5,0,4,0,0,1,0
82,middle class,13612.5,high school,12,IAP,favor,pretty happy,more or less,male,2,IAP,0,4,0,1,1,
39,middle class,IAP,lt high school,9,agree,favor,not too happy,not at all sat,male,3,6,0,2,0,0,0,0
50,working class,39930,lt high school,8,IAP,favor,very happy,more or less,female,6,IAP,1,3,1,1,1,
22,middle class,49005,high school,13,strongly agree,favor,pretty happy,satisfied,male,2,2,1,3,0,0,1,1
52,lower class,17242.5,graduate,18,IAP,favor,pretty happy,not at all sat,female,2,IAP,1,3,1,0,1,
66,middle class,39930,graduate,20,strongly agree,favor,not too happy,not at all sat,female,3,0,0,3,1,0,1,0
38,working class,39930,lt high school,11,IAP,favor,pretty happy,not at all sat,female,6,IAP,1,4,1,1,1,
39,middle class,49005,high school,12,agree,favor,pretty happy,more or less,female,4,2,1,3,1,0,1,4
43,working class,59895,junior college,14,IAP,favor,pretty happy,more or less,female,2,IAP,1,2,1,1,0,
39,working class,39930,high school,12,IAP,favor,not too happy,more or less,male,1,IAP,1,3,0,0,1,
69,working class,32670,graduate,19,strongly agree,favor,very happy,satisfied,female,2,4,0,4,1,0,1,0
56,working class,49005,high school,12,IAP,favor,very happy,not at all sat,female,3,IAP,1,3,1,0,1,
77,middle class,9982.5,high school,12,disagree,favor,pretty happy,satisfied,male,6,2,0,3,0,0,1,0
61,middle class,87120,high school,12,agree,favor,very happy,more or less,male,1,4,0,3,0,1,1,1
39,middle class,72600,high school,13,IAP,favor,very happy,satisfied,female,7,IAP,1,3,1,1,1,
83,working class,17242.5,lt high school,8,IAP,favor,pretty happy,satisfied,female,9,IAP,0,3,1,0,1,
27,middle class,116160,high school,12,strongly agree,oppose,pretty happy,not at all sat,male,1,0,1,1,0,0,0,1
63,middle class,49005,bachelor,16,IAP,favor,very happy,more or less,female,3,IAP,0,4,1,1,1,
72,working class,19965,high school,12,disagree,oppose,not too happy,not at all sat,male,8,6,0,2,0,1,0,0
42,working class,IAP,high school,14,IAP,favor,pretty happy,not at all sat,female,3,IAP,0,2,1,1,0,
52,middle class,163843.84698,graduate,18,IAP,favor,pretty happy,satisfied,female,3,IAP,0,4,1,1,1,
75,middle class,87120,high school,13,IAP,favor,pretty happy,more or less,male,3,IAP,0,3,0,1,1,
40,middle class,163843.84698,bachelor,16,IAP,favor,pretty happy,not at all sat,female,0,IAP,1,3,1,0,1,
62,middle class,163843.84698,bachelor,16,agree,oppose,pretty happy,satisfied,female,4,1,0,3,1,1,1,3
42,middle class,163843.84698,graduate,18,IAP,oppose,pretty happy,more or less,male,1,IAP,0,4,0,1,1,
83,middle class,5445,high school,15,disagree,oppose,pretty happy,satisfied,female,2,5,0,2,1,0,0,0
76,upper class,163843.84698,junior college,14,agree,favor,very happy,satisfied,male,4,1,0,3,0,1,1,0
52,middle class,116160,graduate,20,IAP,favor,very happy,satisfied,female,1,IAP,1,3,1,1,1,
19,working class,49005,high school,12,disagree,favor,very happy,more or less,male,11,4,0,3,0,0,1,2
51,middle class,39930,high school,11,IAP,favor,pretty happy,more or less,female,8,IAP,0,3,1,1,1,
28,middle class,49005,bachelor,16,agree,favor,very happy,not at all sat,male,2,0,1,3,0,1,1,1
31,middle class,87120,high school,14,IAP,oppose,very happy,not at all sat,male,9,IAP,1,2,0,0,0,
43,working class,72600,high school,13,disagree,oppose,pretty happy,more or less,male,5,3,1,4,0,0,1,1
