country,countryid,year,regime,old,magnitude,districts,eneg,enep,enpres,newdem,proximity,uppertier
Romania,121,2000,0,No,7.79,42,1.428084,5.23,4.1500001,No,1,
San Marino,199,1993,0,No,6,10,,3.6800001,0,Yes,0,0
San Marino,199,1998,0,No,6,10,,3.73,0,No,0,0
Sao Tome and Principe,175,1991,0,No,7.8600001,7,,2.5450001,1,Yes,1,0
Sao Tome and Principe,175,1994,0,No,7.8600001,7,,3.2,1,No,0.2,0
Sao Tome and Principe,175,1998,0,No,7.8600001,7,,2.74,2.9200001,No,0.2,0
Sierra Leone,37,1996,0,No,68,1,4.2372341,4.7350001,4.6399999,Yes,1,0
Slovak Republic,156,1994,0,No,37.5,4,1.495918,5.8099999,0,Yes,0,
Slovak Republic,156,1998,0,No,150,1,1.495918,5.2600002,0,No,0,0
Slovenia,176,1992,0,No,11,8,1.300598,8.3400002,2.1400001,Yes,1,0
Slovenia,176,1996,0,No,11,8,1.300598,6.3200002,2.1400001,No,0.60000002,0
Slovenia,176,2000,0,No,11,8,1.300598,5.1300001,2.78,No,0.2,0
Solomon Islands,133,1997,0,Yes,1,50,,,0,No,0,0
Somalia,38,1964,0,Yes,2.6199999,47,5.3106742,3.05,0,Yes,0,0
Somalia,38,1969,1,Yes,2.6199999,47,5.3106742,,0,No,0,0
South Africa,39,1994,0,No,22.219999,9,8.3039246,2.24,0,Yes,0,50
South Africa,39,1999,0,No,22.219999,9,8.3039246,2.1600001,0,No,0,50
Spain,122,1977,0,Yes,6.73,52,2.0086861,4.3099999,0,Yes,0,0
Spain,122,1979,0,Yes,6.73,52,2.0086861,4.2800002,0,No,0,0
Spain,122,1982,0,Yes,6.73,52,2.0086861,3.1900001,0,No,0,0
Spain,122,1986,0,Yes,6.73,52,2.0086861,3.5999999,0,No,0,0
Spain,122,1989,0,Yes,6.73,52,2.0086861,4.0799999,0,No,0,0
Spain,122,1993,0,Yes,6.73,52,2.0086861,3.53,0,No,0,0
Spain,122,1996,0,Yes,6.73,52,2.0086861,3.27,0,No,0,0
Spain,122,2000,0,Yes,6.73,52,2.0086861,3.1199999,0,No,0,0
Sri Lanka,96,1952,0,Yes,1,89,1.749692,4.1550002,0,Yes,0,0
Sri Lanka,96,1956,0,Yes,1,89,1.749692,4.0050001,0,No,0,0
Sri Lanka,96,1960,0,Yes,1,145,1.749692,3.74,0,No,0,0
Sri Lanka,96,1965,0,Yes,1,145,1.749692,3.885,0,No,0,0
Sri Lanka,96,1970,0,Yes,1,145,1.749692,3.425,0,No,0,0
Sri Lanka,96,1977,1,Yes,1,168,1.749692,2.8299999,0,No,0,0
Sri Lanka,96,1989,0,Yes,8.9099998,22,1.749692,2.76,2.1800001,Yes,0.67000002,12.89
Sri Lanka,96,1994,0,Yes,8.9099998,22,1.749692,2.3099999,1.9299999,No,1,12.89
Sri Lanka,96,2000,0,Yes,8.9099998,22,1.749692,2.7049999,2.25,No,0.67000002,12.89
Sri Lanka,96,,0,Yes,1,145,1.749692,6.2550001,0,No,0,0
St. Kitts and Nevis,179,1984,0,Yes,1,11,,2.45,0,Yes,0,0
St. Kitts and Nevis,179,1989,0,Yes,1,11,,2.77,0,No,0,0
St. Kitts and Nevis,179,1993,0,Yes,1,11,,3.0799999,0,No,0,0
St. Kitts and Nevis,179,1995,0,Yes,1,11,,2.6500001,0,No,0,0
St. Kitts and Nevis,179,2000,0,Yes,1,11,,2.55,0,No,0,0
St. Lucia,174,1979,0,Yes,1,17,,1.97,0,Yes,0,0
St. Lucia,174,1982,0,Yes,1,17,,2.4000001,0,No,0,0
St. Lucia,174,1987,0,Yes,1,17,,2.21,0,No,0,0
St. Lucia,174,1992,0,Yes,1,17,,1.97,0,No,0,0
St. Lucia,174,1997,0,Yes,1,17,,1.95,0,No,0,0
St. Lucia,174,,0,Yes,1,17,,2.3199999,0,No,0,0
St. Vincent,180,1979,0,Yes,1,13,,2.5699999,0,Yes,0,0
St. Vincent,180,1984,0,Yes,1,13,,2.28,0,No,0,0
St. Vincent,180,1989,0,Yes,1,15,,1.88,0,No,0,0
St. Vincent,180,1994,0,Yes,1,15,,2.48,0,No,0,0
St. Vincent,180,1998,0,Yes,1,15,,1.99,0,No,0,0
Sudan,40,1958,1,Yes,1,173,3.424365,,0,Yes,0,0
Sudan,40,1986,0,Yes,1,264,3.424365,,0,Yes,0,0
Suriname,75,1977,0,Yes,2.7,10,,2.46,0,Yes,0,44.439999
Suriname,75,1991,0,Yes,5.0999999,10,,2.6900001,0,Yes,0,0
Suriname,75,1996,0,Yes,5.0999999,10,,3.6199999,0,No,0,0
Suriname,75,2000,0,Yes,5.0999999,10,,3.77,0,No,0,0
Sweden,123,1948,0,Yes,8.21,28,1.233762,3.3499999,0,No,0,0
Sweden,123,1952,0,Yes,8.21,28,1.233762,3.28,0,No,0,0
Sweden,123,1956,0,Yes,8.25,28,1.233762,3.3699999,0,No,0,0
Sweden,123,1958,0,Yes,8.25,28,1.233762,3.3099999,0,No,0,0
Sweden,123,1960,0,Yes,8.29,28,1.233762,3.26,0,No,0,0
Sweden,123,1964,0,Yes,8.3199997,28,1.233762,3.4200001,0,No,0,0
Sweden,123,1968,0,Yes,8.3199997,28,1.233762,3.1800001,0,No,0,0
Sweden,123,1970,0,Yes,11.07,28,1.233762,3.49,0,No,0,11.4
Sweden,123,1973,0,Yes,11.07,28,1.233762,3.54,0,No,0,11.4
Sweden,123,1976,0,Yes,11.07,28,1.233762,3.5799999,0,No,0,11.2
Sweden,123,1979,0,Yes,11.07,28,1.233762,3.6300001,0,No,0,11.2
Sweden,123,1982,0,Yes,11.07,28,1.233762,3.3900001,0,No,0,11.2
Sweden,123,1985,0,Yes,11.07,28,1.233762,3.3399999,0,No,0,11.2
Sweden,123,1988,0,Yes,11.07,28,1.233762,3.9100001,0,No,0,11.2
Sweden,123,1991,0,Yes,11.07,28,1.233762,4.5799999,0,No,0,11.2
Sweden,123,1994,0,Yes,10.69,29,1.233762,3.6500001,0,No,0,11.2
Sweden,123,1998,0,Yes,10.69,29,1.233762,4.54,0,No,0,11.2
Switzerland,124,1947,0,Yes,7.7600002,25,2.3538549,5.3400002,0,No,0,0
Switzerland,124,1951,0,Yes,7.8400002,25,2.3538549,5.0900002,0,No,0,0
Switzerland,124,1957,0,Yes,7.8400002,25,2.3538549,4.96,0,No,0,0
Switzerland,124,1959,0,Yes,7.8400002,25,2.3538549,5.04,0,No,0,0
Switzerland,124,1963,0,Yes,8,25,2.3538549,5.0050001,0,No,0,0
Switzerland,124,1967,0,Yes,8,25,2.3538549,5.5500002,0,No,0,0
Switzerland,124,1971,0,Yes,8,25,2.3538549,6.1700001,0,No,0,0
Switzerland,124,1975,0,Yes,8,25,2.3538549,5.7950001,0,No,0,0
Switzerland,124,1979,0,Yes,7.6999998,26,2.3538549,5.52,0,No,0,0
Switzerland,124,1983,0,Yes,7.6999998,26,2.3538549,6.0300002,0,No,0,0
Switzerland,124,1987,0,Yes,7.6999998,26,2.3538549,6.8299999,0,No,0,0
Switzerland,124,1991,0,Yes,7.6999998,26,2.3538549,7.3699999,0,No,0,0
Switzerland,124,1995,0,Yes,7.6999998,26,2.3538549,6.8600001,0,No,0,0
Switzerland,124,1999,0,Yes,7.6999998,26,2.3538549,5.8800001,0,No,0,0
Taiwan,98,1998,0,No,6.7199998,25,1.37817,3.2249999,2.71,Yes,0,18.219999
Thailand,99,1975,0,Yes,,,1.758628,10.35,0,Yes,0,0
Thailand,99,1976,1,Yes,,,1.758628,6.9499998,0,No,0,0
Thailand,99,1983,0,Yes,2.4000001,134,1.758628,5.9050002,0,Yes,0,0
Thailand,99,1986,0,Yes,2.51,138,1.758628,7.9699998,0,No,0,0
Thailand,99,1988,0,Yes,2.51,142,1.758628,9.75,0,No,0,0
Thailand,99,1992,0,Yes,2.54,142,1.758628,6.5999999,0,No,0,0
Thailand,99,1995,0,Yes,2.52,155,1.758628,6.8099999,0,No,0,0
Thailand,99,1996,0,Yes,2.52,156,1.758628,4.6100001,0,No,0,0
Thailand,99,,0,Yes,2.54,142,1.758628,6.6999998,0,Yes,0,0
Trinidad and Tobago,64,1966,0,Yes,1,36,2.832211,2.51,0,Yes,0,0
Trinidad and Tobago,64,1971,0,Yes,1,36,2.832211,1.38,0,No,0,0
Trinidad and Tobago,64,1976,0,Yes,1,36,2.832211,2.6500001,0,No,0,0
Trinidad and Tobago,64,1981,0,Yes,1,36,2.832211,2.8199999,0,No,0,0
Trinidad and Tobago,64,1986,0,Yes,1,36,2.832211,1.84,0,No,0,0
Trinidad and Tobago,64,1991,0,Yes,1,36,2.832211,2.8800001,0,No,0,0
Trinidad and Tobago,64,1995,0,Yes,1,36,2.832211,2.22,0,No,0,0
Trinidad and Tobago,64,2000,0,Yes,1,36,2.832211,2.1500001,0,No,0,0
Turkey,125,1961,0,Yes,6.7199998,67,1.425525,3.4000001,0,Yes,0,0
Turkey,125,1965,0,Yes,6.7199998,67,1.425525,2.71,0,No,0,
Turkey,125,1969,0,Yes,6.7199998,67,1.425525,3.3299999,0,No,0,0
Turkey,125,1973,0,Yes,6.7199998,67,1.425525,4.3099999,0,No,0,0
Turkey,125,1977,0,Yes,6.7199998,67,1.425525,3.1300001,0,No,0,0
Turkey,125,1983,0,Yes,5.4200001,83,1.425525,2.8499999,0,Yes,0,0
Turkey,125,1987,0,Yes,4.3299999,104,1.425525,4.1199999,0,No,0,0
Turkey,125,1991,0,Yes,4.21,107,1.425525,4.6799998,0,No,0,0
Turkey,125,1995,0,Yes,6.6300001,83,1.425525,6.1399999,0,No,0,0
Turkey,125,1999,0,Yes,6.5500002,84,1.425525,6.7800002,0,No,0,0
Uganda,45,1980,0,Yes,1,126,14.22434,2.24,0,Yes,0,0
United Kingdom,126,1950,0,Yes,1,625,1.4803571,2.4400001,0,No,0,0
United Kingdom,126,1951,0,Yes,1,625,1.4803571,2.1300001,0,No,0,0
United Kingdom,126,1955,0,Yes,1,630,1.4803571,2.1600001,0,No,0,0
United Kingdom,126,1959,0,Yes,1,630,1.4803571,2.28,0,No,0,0
United Kingdom,126,1964,0,Yes,1,630,1.4803571,2.52,0,No,0,0
United Kingdom,126,1966,0,Yes,1,630,1.4803571,2.4200001,0,No,0,0
United Kingdom,126,1970,0,Yes,1,630,1.4803571,2.46,0,No,0,0
United Kingdom,126,1974,0,Yes,1,635,1.4803571,3.1500001,0,No,0,0
United Kingdom,126,1979,0,Yes,1,635,1.4803571,2.8699999,0,No,0,0
United Kingdom,126,1983,0,Yes,1,650,1.4803571,2.8299999,0,No,0,0
United Kingdom,126,1987,0,Yes,1,650,1.4803571,2.8499999,0,No,0,0
United Kingdom,126,1992,0,Yes,1,651,1.4803571,3.03,0,No,0,0
United Kingdom,126,1997,0,Yes,1,659,1.4803571,3.23,0,No,0,0
United Kingdom,126,,0,Yes,1,635,1.4803571,3.1300001,0,No,0,0
United States,65,1946,0,Yes,1,432,1.964471,2.05,2.02,No,0,0
United States,65,1948,0,Yes,1,433,1.964471,2.0699999,2.22,No,1,0
United States,65,1950,0,Yes,1,434,1.964471,2.0599999,2.22,No,0,0
United States,65,1952,0,Yes,1,433,1.964471,2.04,1.997,No,1,0
United States,65,1954,0,Yes,1,432,1.964471,2.01,1.997,No,0,0
United States,65,1956,0,Yes,1,435,1.964471,2.01,1.98,No,1,0
United States,65,1958,0,Yes,1,433,1.964471,1.98,1.98,No,0,0
United States,65,1960,0,Yes,1,436,1.964471,2.01,2.03,No,1,0
United States,65,1962,0,Yes,1,437,1.964471,2.01,2.03,No,0,0
United States,65,1964,0,Yes,1,435,1.964471,1.97,1.92,No,1,0
United States,65,1966,0,Yes,1,435,1.964471,2.03,1.92,No,0,0
United States,65,1968,0,Yes,1,434,1.964471,2.05,2.5699999,No,1,0
United States,65,1970,0,Yes,1,435,1.964471,2.0350001,2.5699999,No,0,0
United States,65,1972,0,Yes,1,434,1.964471,2.04,1.96,No,1,0
United States,65,1974,0,Yes,1,431,1.964471,2,1.96,No,0,0
United States,65,1976,0,Yes,1,435,1.964471,2.02,2.0799999,No,1,0
United States,65,1978,0,Yes,1,435,1.964471,2.03,2.0799999,No,0,0
United States,65,1980,0,Yes,1,433,1.964471,2.0599999,2.3299999,No,1,0
United States,65,1982,0,Yes,1,435,1.964471,2.02,2.3299999,No,0,0
United States,65,1984,0,Yes,1,434,1.964471,2.03,1.96,No,1,0
United States,65,1986,0,Yes,1,435,1.964471,2.01,1.96,No,0,0
United States,65,1988,0,Yes,1,435,1.964471,2.03,1.99,No,1,0
United States,65,1990,0,Yes,1,435,1.964471,2.0699999,1.99,No,0,0
United States,65,1992,0,Yes,1,434,1.964471,2.145,2.74,No,1,0
United States,65,1994,0,Yes,1,434,1.964471,2.0799999,2.74,No,0,0
United States,65,1996,0,Yes,1,434,1.964471,2.1099999,2.4100001,No,1,0
United States,65,1998,0,Yes,1,434,1.964471,2.155,2.4100001,No,0,0
United States,65,2000,0,Yes,1,435,1.964471,2.1800001,2.1500001,No,1,0
Vanuatu,134,1983,0,Yes,2.79,14,,2.5650001,0,Yes,0,0
Vanuatu,134,1987,0,Yes,3.0699999,15,,2.5999999,0,No,0,0
Vanuatu,134,1991,0,Yes,3.0699999,15,,4.6799998,0,No,0,0
Vanuatu,134,1995,0,Yes,3.3299999,15,,4.335,0,No,0,0
Venezuela,77,1947,0,Yes,4.7800002,23,1.9352649,1.87,1.66,No,1,0
Venezuela,77,1963,0,Yes,7.2600002,23,1.9352649,4.77,4.5599999,Yes,1,6.6999998
Venezuela,77,1968,0,Yes,8.5200005,23,1.9352649,6.0450001,3.98,No,1,8.4099998
Venezuela,77,1973,0,Yes,7.96,23,1.9352649,3.3599999,2.6500001,No,1,8.5
Venezuela,77,1978,0,Yes,7.96,23,1.9352649,3.1099999,2.45,No,1,8.04
Venezuela,77,1983,0,Yes,7.9099998,23,1.9352649,2.97,2.25,No,1,9
Venezuela,77,1988,0,Yes,7.9099998,23,1.9352649,3.3800001,2.25,No,1,9.4499998
Venezuela,77,1993,0,Yes,1,102,1.9352649,5.6350002,4.0300002,No,1,49.75
Venezuela,77,1998,0,Yes,1.22,72,1.9352649,7.3600001,2.0999999,No,1,57.490002
Venezuela,77,2000,0,Yes,6.8800001,24,1.9352649,4.2399998,3.3800001,No,1,0
West Germany,108,1949,0,Yes,1,242,,5.7049999,0,Yes,0,40
West Germany,108,1953,0,Yes,1,242,,4.1999998,0,No,0,50
West Germany,108,1957,0,Yes,1,247,,3.5799999,0,No,0,50
West Germany,108,1961,0,Yes,1,247,,3.5,0,No,0,50
West Germany,108,1965,0,Yes,1,248,,3.1500001,0,No,0,50
West Germany,108,1969,0,Yes,1,248,,3.02,0,No,0,50
West Germany,108,1972,0,Yes,1,248,,2.8599999,0,No,0,50
West Germany,108,1976,0,Yes,1,248,,2.9100001,0,No,0,50
West Germany,108,1980,0,Yes,1,248,,3.0999999,0,No,0,50
West Germany,108,1983,0,Yes,1,248,,3.21,0,No,0,50
West Germany,108,1987,0,Yes,1,248,,3.5599999,0,No,0,50
Zambia,47,1991,0,No,1,150,3.6469741,1.63,1.58,Yes,1,0
Zambia,47,1996,0,No,1,150,3.6469741,2.5,1.8099999,No,1,0
